HousingID,prediction6
ID #3461,261429.561719318
ID #3464,198687.076484863
ID #3479,361047.548209058
ID #3497,220367.073671897
ID #3498,244691.846738858
ID #3505,238079.845054537
ID #3514,258240.771628447
ID #3520,250656.509412269
ID #3540,241563.769155707
ID #3570,240555.33870168
ID #3577,252613.580510747
ID #3580,237533.009755717
ID #3583,279859.41564857
ID #3618,181486.278349374
ID #3630,217704.685593786
ID #3654,225240.039113888
ID #3671,169274.314405841
ID #3674,191651.151028846
ID #3685,145751.629175722
ID #3710,140336.776670895
ID #3734,235343.784320989
ID #3735,301897.743990989
ID #3745,404176.026211273
ID #3769,420419.794253399
ID #3784,206814.96600434
ID #3787,168886.196020866
ID #3813,225609.844744072
ID #3815,231970.480205684
ID #3818,322899.554324499
ID #3840,255743.071938247
ID #3848,393220.143466274
ID #3867,278519.390338461
ID #3868,282860.11864564
ID #3888,217161.175214648
ID #3892,241932.53089244
ID #3904,269728.492223054
ID #3920,244386.413471505
ID #3936,305185.144537478
ID #3943,147003.085080086
ID #3954,470911.821393706
ID #3958,179799.030182754
ID #3962,248536.673318925
ID #3967,237410.986786542
ID #3996,447159.271311653
ID #3999,237057.900735665
ID #4000,446596.195824887
ID #4002,424040.900969538
ID #4003,460600.248049522
ID #4008,466187.351181134
ID #4011,360307.942121749
ID #4018,402092.99442466
ID #4039,319813.454796173
ID #4073,492456.935211397
ID #4079,452994.9116637
ID #4082,348545.142221883
ID #4131,210991.076065986
ID #4140,203457.158478247
ID #4149,169152.631816597
ID #4155,166955.876621932
ID #4170,321002.649299104
ID #4184,183966.365232639
ID #4187,203305.930436939
ID #4197,192719.692690031
ID #4201,137620.172635023
ID #4207,188631.544970901
ID #4248,492150.718516879
ID #4262,262890.878450535
ID #4263,245235.616454516
ID #4294,202350.464410171
ID #4303,126872.441857411
ID #4305,173543.641835273
ID #4312,216096.276854152
ID #4320,493951.880864386
ID #4321,344412.083247556
ID #4337,203090.426672543
ID #4346,493816.861713243
ID #4357,334027.574038155
ID #4369,315110.430599311
ID #4370,280681.523613844
ID #4373,344176.55359608
ID #4376,175523.000640302
ID #4383,197986.862310277
ID #4387,153770.551061331
ID #4396,205603.836655086
ID #4406,196185.056305048
ID #4421,166039.300384755
ID #4449,123770.972762284
ID #4454,183096.29124171
ID #4458,161518.632630016
ID #4460,210445.895859359
ID #4467,167127.724765316
ID #4490,146915.663416952
ID #4508,137325.742342001
ID #4514,154201.122164767
ID #4517,130484.848384646
ID #4531,153996.850597005
ID #4536,140094.614381974
ID #4547,319987.052504883
ID #4555,256705.124994196
ID #4556,169526.643028517
ID #4558,131074.489188726
ID #4560,145232.273746459
ID #4564,133393.784480569
ID #4574,213935.214466956
ID #4597,157926.955180537
ID #4612,217059.94711123
ID #4617,163461.830137929
ID #4625,337736.907227754
ID #4633,251607.376069275
ID #4647,247481.912484374
ID #4649,211717.312915022
ID #4666,230628.157994536
ID #4669,167623.490549545
ID #4682,456205.129339322
ID #4706,292907.49696163
ID #4720,409213.408701701
ID #4725,431203.754190444
ID #4739,401332.192821145
ID #4761,166721.15070026
ID #4772,173551.7577966
ID #4787,197687.781680169
ID #4790,129264.849488362
ID #4799,129875.896949522
ID #4804,151018.180669284
ID #4817,129598.597060716
ID #4824,167001.498415233
ID #4832,147599.114390388
ID #4836,159391.175515278
ID #4848,102704.420891818
ID #4885,117041.959415609
ID #4904,104227.969279742
ID #4914,129697.95451161
ID #4924,110222.279842082
ID #4925,96053.3005413477
ID #4942,127262.201459417
ID #4947,123745.302407554
ID #4956,169110.883306666
ID #4965,132230.230738252
ID #4980,146026.767553028
ID #4982,113472.960002696
ID #4985,148057.113863095
ID #4986,104148.67256993
ID #4991,107772.168045117
ID #5009,310696.159083691
ID #5012,180927.083603022
ID #5013,253588.237185072
ID #5033,185667.65407505
ID #5037,160781.903176804
ID #5043,130673.512407613
ID #5050,388938.932419493
ID #5053,200812.676324443
ID #5056,177032.071436075
ID #5064,131799.150368142
ID #5081,117016.552654512
ID #5087,131494.717974992
ID #5089,160077.030874254
ID #5099,180465.589843712
ID #5106,186861.798792128
ID #5131,118873.699086862
ID #5145,101119.691232422
ID #5146,102048.860657239
ID #5166,130359.44759098
ID #5171,121885.054060463
ID #5175,128661.359072968
ID #5198,104721.991903143
ID #5199,108018.599784461
ID #5209,131574.361954477
ID #5219,109645.767402645
ID #5247,495318.167216701
ID #5266,493407.216489235
ID #5277,492958.295480332
ID #5284,364471.166681685
ID #5311,437107.480673395
ID #5317,423978.406634736
ID #5325,358287.610222616
ID #5329,261756.278648784
ID #5360,357493.515331741
ID #5378,266306.025011714
ID #5386,316554.999899176
ID #5390,231403.885390137
ID #5395,191024.701189732
ID #5400,291133.110697376
ID #5439,448634.55817866
ID #5467,339999.784913181
ID #5469,356804.818911071
ID #5476,322974.081687171
ID #5496,229005.668290818
ID #5501,211795.597384857
ID #5520,438811.118111108
ID #5533,388143.875632732
ID #5538,474221.311029592
ID #5539,307199.90265376
ID #5546,427668.049908876
ID #5555,385644.323837295
ID #5559,465271.680633616
ID #5568,171243.966199459
ID #5570,174642.298190205
ID #5577,192223.775410314
ID #5585,176095.115270013
ID #5593,161934.568596436
ID #5598,221235.721259955
ID #5608,137559.828537651
ID #5614,162125.011098563
ID #5616,132545.527072998
ID #5618,147392.509525579
ID #5651,236228.083456711
ID #5652,195081.626319831
ID #5666,193678.289373881
ID #5668,278143.317595403
ID #5681,428128.245692562
ID #5697,341965.216198212
ID #5702,259915.926820789
ID #5720,337761.535216461
ID #5732,401546.699796795
ID #5755,479650.93576605
ID #5768,258523.68014743
ID #5781,200691.700730842
ID #5832,369819.402864983
ID #5840,290603.866895325
ID #5842,286162.946857251
ID #5854,307139.885887999
ID #5855,337741.784842972
ID #5860,266579.421057742
ID #5866,222899.408541366
ID #5875,284658.99451849
ID #5879,411756.992460558
ID #5887,274620.917395225
ID #5891,279627.018758766
ID #5893,327779.331784747
ID #5930,208961.1106468
ID #5936,362203.592819877
ID #5937,176222.522117681
ID #5940,184822.64797757
ID #5946,303459.864487921
ID #5970,137012.323654384
ID #6001,188842.031582557
ID #6006,113533.441788826
ID #6043,99626.0903416976
ID #6073,480108.710577537
ID #6092,190356.51140914
ID #6103,214623.761353175
ID #6106,153852.798715489
ID #6109,199634.421346944
ID #6111,183822.31601546
ID #6112,161020.711133866
ID #6113,145691.446303175
ID #6126,198759.151474949
ID #6128,163348.361528408
ID #6133,114957.607571089
ID #6142,145285.598391328
ID #6149,121350.542513808
ID #6151,139547.132568098
ID #6156,166876.260808028
ID #6157,162984.864930291
ID #6180,204736.029008494
ID #6192,169105.125379062
ID #6195,232232.613051954
ID #6210,195311.159298898
ID #6223,210749.17861262
ID #6224,181602.233475269
ID #6229,217981.488732967
ID #6266,162903.69815571
ID #6275,164626.820326069
ID #6277,167856.101144934
ID #6284,170632.629970975
ID #6310,160804.448586004
ID #6313,174089.794912893
ID #6314,205163.423206252
ID #6339,226141.706630516
ID #6343,88352.8188388757
ID #6349,90958.8641981793
ID #6352,323556.261448862
ID #6355,151573.412652966
ID #6365,327298.218078816
ID #6370,201980.879086099
ID #6406,250402.780069633
ID #6410,330762.029454588
ID #6412,279204.209141946
ID #6413,379257.972692229
ID #6435,227932.260103542
ID #6449,336281.912790632
ID #6485,118174.061370028
ID #6488,151565.276647065
ID #6500,132211.145414039
ID #6505,135588.407886674
ID #6511,162186.454572307
ID #6530,150291.958707584
ID #6533,169948.22476277
ID #6537,168043.644067324
ID #6591,493460.734107896
ID #6602,158201.057969244
ID #6605,171762.350708018
ID #6610,138091.546692085
ID #6631,135465.803232147
ID #6640,251666.45278638
ID #6642,134340.015214653
ID #6653,139709.120306752
ID #6663,222084.143485998
ID #6673,183945.115139273
ID #6695,297023.295065287
ID #6704,271300.758852317
ID #6710,125700.904461121
ID #6748,226122.528366405
ID #6780,247881.170232859
ID #6784,320251.778857991
ID #6786,438118.318128759
ID #6803,195516.339971352
ID #6808,204343.220183249
ID #6811,178766.061264402
ID #6822,161541.708001756
ID #6826,173944.041240068
ID #6832,193580.055088607
ID #6841,132996.665533178
ID #6859,205887.613405383
ID #6873,150428.554429472
ID #6874,161446.664357129
ID #6875,146889.212319608
ID #6879,160944.401699657
ID #6886,122399.155717876
ID #6922,343144.475000434
ID #6947,164286.225417067
ID #6948,135183.487544697
ID #6950,109650.286038422
ID #6958,216771.390986823
ID #6977,244638.228525786
ID #6985,256306.942898334
ID #6986,255487.045880685
ID #7009,172806.338047706
ID #7010,156415.232866704
ID #7027,185822.285535826
ID #7029,205038.080656371
ID #7033,189668.973116919
ID #7039,181039.800603702
ID #7066,161254.117177702
ID #7072,197808.356642172
ID #7083,173702.321678145
ID #7091,209450.814761234
ID #7095,293104.454374728
ID #7113,240833.774275567
ID #7162,130251.173349031
ID #7173,103015.652528358
ID #7177,175024.898486475
ID #7188,105448.438512396
ID #7193,110688.691823574
ID #7198,127775.265196224
ID #7203,149736.64983913
ID #7211,160960.758442374
ID #7216,130069.908851439
ID #7217,116608.11460455
ID #7218,135494.352024197
ID #7219,155729.072358509
ID #7222,154049.454579069
ID #7223,130426.87513838
ID #7226,167711.005279541
ID #7234,159797.826122982
ID #7242,174407.546473444
ID #7243,138185.260372588
ID #7260,167051.881418745
ID #7270,163264.735806079
ID #7275,109555.326129965
ID #7278,127049.067885731
ID #7280,102765.835786148
ID #7289,163919.08948536
ID #7290,171707.839424221
ID #7295,113719.6190608
ID #7344,117223.369878145
ID #7348,146097.101783243
ID #7352,163142.795995563
ID #7360,129843.58456336
ID #7370,188492.138111154
ID #7383,104208.843114483
ID #7393,129766.215915023
ID #7412,159799.474240463
ID #7416,138447.969373297
ID #7439,153387.681788446
ID #7454,215363.207729635
ID #7456,157113.342001221
ID #7461,104425.730723168
ID #7477,145842.550574323
ID #7484,132121.593182025
ID #7486,127943.008718353
ID #7495,133037.555778007
ID #7522,132529.643603751
ID #7525,134483.102089693
ID #7534,130651.562260466
ID #7546,100995.206259614
ID #7570,158209.457112139
ID #7582,168360.477013699
ID #7590,146796.886524179
ID #7593,104016.542476055
ID #7601,133640.143790635
ID #7606,147278.817335379
ID #7613,124036.579833244
ID #7627,177430.088853358
ID #7635,200383.164660241
ID #7654,174185.070472041
ID #7661,183765.928520047
ID #7665,154740.741991913
ID #7670,191376.82270396
ID #7689,200057.530370371
ID #7709,399439.417269664
ID #7715,321988.73504351
ID #7716,265981.773973303
ID #7719,232499.755489037
ID #7747,207148.2744406
ID #7752,149828.796474602
ID #7753,159655.523174808
ID #7758,264066.674153795
ID #7760,212559.703112466
ID #7763,170748.07265514
ID #7764,163016.444758851
ID #7765,187198.998276548
ID #7795,150144.288318027
ID #7816,179532.828603489
ID #7825,245746.304831049
ID #7854,175841.188429223
ID #7857,214497.44667666
ID #7865,163920.894080771
ID #7879,198330.851586463
ID #7894,260229.156674909
ID #7897,279030.84926838
ID #7911,207239.737635588
ID #7915,159350.435954529
ID #7926,227960.633251387
ID #7933,197971.331875111
ID #7939,217777.882210143
ID #7949,251951.746186597
ID #7960,186915.949350501
ID #7978,182607.226587128
ID #7984,275455.713469776
ID #7992,165952.315398347
ID #7994,201793.2505122
ID #7998,215413.350466107
ID #8010,223263.68479543
ID #8012,241815.12203334
ID #8038,260342.784571839
ID #8046,255862.626267574
ID #8050,231619.472786091
ID #8058,220908.865656576
ID #8066,240695.657663429
ID #8084,160328.158126965
ID #8086,251626.290115366
ID #8089,165834.868130235
ID #8095,170385.511031708
ID #8114,186260.736663637
ID #8122,132984.473909475
ID #8150,265658.053224015
ID #8183,274902.292680282
ID #8185,295468.404082654
ID #8192,241587.004655647
ID #8208,165811.487809817
ID #8213,133793.925482154
ID #8218,124692.900462555
ID #8229,171951.543792498
ID #8230,198775.221291976
ID #8238,235482.935234045
ID #8255,248002.321440982
ID #8267,295258.96852067
ID #8274,270791.977913494
ID #8276,151894.957743167
ID #8279,160656.993750167
ID #8285,286900.913692827
ID #8303,462206.431614503
ID #8306,491997.68820666
ID #8317,470291.753587316
ID #8327,182881.21881765
ID #8341,217687.76661729
ID #8342,234448.896731478
ID #8351,357966.343380021
ID #8355,240878.745704266
ID #8367,186071.762481245
ID #8394,187159.735063695
ID #8409,104659.931417756
ID #8411,149564.267250972
ID #8420,197548.842875742
ID #8427,205419.264141588
ID #8428,233792.742588021
ID #8449,336156.634424616
ID #8462,173596.706848296
ID #8469,167098.547224588
ID #8471,186379.901349622
ID #8514,233970.566105246
ID #8517,185585.269734057
ID #8518,198817.92084994
ID #8519,264503.288178021
ID #8527,252996.324088963
ID #8542,234569.820139064
ID #8548,184711.079243282
ID #8553,204166.973625965
ID #8585,466941.124197899
ID #8594,292374.001097007
ID #8604,329472.11620208
ID #8613,308053.184086514
ID #8621,471475.379347263
ID #8627,438475.50487985
ID #8642,431535.094338688
ID #8663,350472.44867391
ID #8682,220917.910328861
ID #8696,280816.840429487
ID #8713,339750.02221732
ID #8725,327456.347160257
ID #8733,156654.097816556
ID #8746,331907.108022674
ID #8748,273873.168690019
ID #8782,251431.689878932
ID #8788,496937.352205552
ID #8802,398275.940556867
ID #8803,457425.236563698
ID #8818,494334.62430888
ID #8819,454097.114129246
ID #8837,308963.832189601
ID #8842,279847.608742941
ID #8852,496216.250125506
ID #8890,447522.168701517
ID #8893,375628.553080943
ID #8909,415736.526524355
ID #8915,164748.25133331
ID #8921,233238.050759843
ID #8948,393937.402807751
ID #8965,242928.780859748
ID #8974,335196.378594176
ID #8979,186660.311559845
ID #8992,387746.591026697
ID #8996,328625.630914965
ID #9002,314543.113652434
ID #9017,367914.828249267
ID #9031,495211.983069504
ID #9039,81454.6885952106
ID #9045,86118.5971984975
ID #9049,165073.245777864
ID #9053,94253.5958174283
ID #9059,102006.810721413
ID #9075,136929.515599243
ID #9076,213590.376575564
ID #9077,112535.414424832
ID #9079,91431.310757151
ID #9082,136789.952096612
ID #9084,290489.957316746
ID #9090,118906.941366362
ID #9108,138299.536998622
ID #9113,170571.702759141
ID #9127,116013.190415816
ID #9134,153590.970825223
ID #9144,175031.900955198
ID #9154,312127.849189956
ID #9158,216621.693607032
ID #9178,220897.354665648
ID #9198,84130.7413129814
ID #9201,106182.350636596
ID #9233,103698.501205333
ID #9245,78004.9016243338
ID #9246,75485.4095019355
ID #9258,58287.0493916366
ID #9259,62137.0746423746
ID #9274,304568.296355746
ID #9276,290667.678229136
ID #9279,193538.738289908
ID #9294,224694.217143817
ID #9305,248993.42852881
ID #9308,253710.340104222
ID #9317,494559.823636774
ID #9325,262262.60993049
ID #9337,297660.536713733
ID #9344,379787.300586476
ID #9347,349970.465785573
ID #9355,495123.270853447
ID #9360,472617.222443454
ID #9362,495203.834547183
ID #9374,450042.189048608
ID #9390,472777.529983718
ID #9393,418707.099606751
ID #9414,379077.921131676
ID #9425,390285.3252321
ID #9434,272010.455075717
ID #9436,94629.3356894107
ID #9447,88239.9750036432
ID #9450,105783.486783654
ID #9457,77161.3120669907
ID #9463,116559.123880474
ID #9474,154731.20642477
ID #9479,125925.219118259
ID #9486,92840.547696744
ID #9490,111663.615182423
ID #9497,134179.272422313
ID #9509,123453.89713545
ID #9513,134596.561841437
ID #9526,221942.132187495
ID #9544,61608.2850161855
ID #9553,90391.2052130445
ID #9561,102830.428326979
ID #9574,108415.794722573
ID #9576,74917.5070630712
ID #9588,110589.778847642
ID #9620,171229.96018986
ID #9626,63463.2598302246
ID #9637,99468.8855344412
ID #9642,95663.4621390851
ID #9644,76121.5816635262
ID #9645,123309.405852455
ID #9660,60323.3892249161
ID #9674,89433.9372153944
ID #9681,84638.778909939
ID #9703,234816.794932359
ID #9705,254803.146644305
ID #9706,191367.774239389
ID #9743,239963.936240834
ID #9748,169246.367467562
ID #9752,274388.878540129
ID #9764,223969.83990645
ID #9769,151848.227933995
ID #9771,160220.869201872
ID #9793,357036.622427557
ID #9794,278675.647974583
ID #9801,464925.668920318
ID #9822,277540.922252252
ID #9833,288493.022682329
ID #9834,221100.774969015
ID #9838,257242.544181454
ID #9847,280144.119280525
ID #9859,230838.606402262
ID #9883,166267.147049896
ID #9887,252267.606473209
ID #9916,124270.829211334
ID #9923,138301.956290654
ID #9925,195914.702784968
ID #9929,239150.323210734
ID #9931,175959.719069313
ID #9935,261968.870571152
ID #9938,190581.97613908
ID #9939,326624.548273472
ID #9942,167997.704285559
ID #9952,162404.214376206
ID #9958,200969.028012213
ID #9960,227049.685813657
ID #9963,231788.373796109
ID #9967,189735.828840596
ID #9997,186245.32386843
ID #10003,188853.297205406
ID #10020,104174.695473707
ID #10028,88052.4565072603
ID #10031,100279.668144442
ID #10039,106361.414974723
ID #10052,125820.796889935
ID #10068,98373.7317893623
ID #10070,117908.323102979
ID #10072,131386.100294997
ID #10078,120192.638514671
ID #10082,168064.89761735
ID #10087,207105.471407044
ID #10088,188216.046905256
ID #10093,219936.980536468
ID #10098,146874.651237149
ID #10108,157593.406262032
ID #10122,136125.806615055
ID #10125,274527.7762531
ID #10131,275823.245228943
ID #10138,235207.891273885
ID #10153,274003.425128989
ID #10174,203003.126105796
ID #10182,203234.238480435
ID #10185,304831.063948793
ID #10188,157960.660340017
ID #10218,189255.129258887
ID #10233,118372.29871518
ID #10236,295670.563784178
ID #10247,317207.883407211
ID #10258,265878.494258001
ID #10261,341015.120785132
ID #10270,237652.820692865
ID #10277,160703.388707718
ID #10299,345999.785028146
ID #10301,342449.875422173
ID #10308,347973.214870226
ID #10330,309411.007184571
ID #10333,451171.581258073
ID #10367,303533.91188913
ID #10389,445988.41597108
ID #10396,213403.622633073
ID #10404,308873.6587658
ID #10408,225702.948409283
ID #10418,487664.048258868
ID #10426,355771.128114196
ID #10434,270351.78369631
ID #10437,258138.951762506
ID #10445,363021.117363897
ID #10449,130841.618766602
ID #10460,322191.467389276
ID #10464,366362.246470733
ID #10472,307297.945310895
ID #10499,164534.504468005
ID #10542,329801.264040688
ID #10548,340330.922930061
ID #10550,202930.108565881
ID #10555,213079.885730181
ID #10568,172091.250164276
ID #10582,290779.039298739
ID #10583,162735.951907707
ID #10590,119216.473724253
ID #10595,237312.819982113
ID #10600,193472.206301757
ID #10609,224111.828763356
ID #10626,322265.399677257
ID #10634,252343.459578689
ID #10642,180434.079020447
ID #10670,420918.149250676
ID #10691,119226.913210171
ID #10697,190945.547914851
ID #10725,496801.876396704
ID #10757,276467.775440552
ID #10760,496471.370790152
ID #10775,220258.373149236
ID #10809,158480.312742498
ID #10820,182132.10454775
ID #10821,157893.432966474
ID #10825,182835.094529605
ID #10830,403845.593605011
ID #10832,205903.691254964
ID #10853,302233.299723861
ID #10858,148395.132635717
ID #10865,166384.797775046
ID #10866,177152.831761696
ID #10887,196842.598975433
ID #10898,179756.311331985
ID #10906,158232.88458729
ID #10921,139928.310160019
ID #10938,164085.157808172
ID #10941,144899.600366024
ID #10943,162518.774899994
ID #10947,145970.768153514
ID #10963,169080.147416295
ID #10968,173220.011915739
ID #10989,275612.177618731
ID #11044,298433.835365082
ID #11047,247582.485781529
ID #11054,244817.499013511
ID #11086,171642.704366105
ID #11093,222599.761278234
ID #11104,185667.521046138
